data,sku,tipo,qtd,saldo
2025-12-02,SKU-0188,saida,-34,453
2025-12-02,SKU-0195,saida,-190,4182
2025-12-02,SKU-0199,saida,-7,183
2025-12-02,SKU-0200,saida,-32,936
2025-12-02,SKU-0203,saida,-14,471
2025-12-02,SKU-0204,saida,-10,694
2025-12-02,SKU-0205,saida,-16,538
2025-12-02,SKU-0206,saida,-18,887
2025-12-02,SKU-0207,saida,-8,729
2025-12-02,SKU-0208,saida,-15,793
2025-12-02,SKU-0209,saida,-6,586
2025-12-02,SKU-0212,saida,-19,843
2025-12-02,SKU-0214,saida,-124,4448
2025-12-02,SKU-0216,saida,-10,92
2025-12-02,SKU-0217,saida,-18,536
2025-12-02,SKU-0218,saida,-6,744
2025-12-02,SKU-0221,saida,-8,69
2025-12-02,SKU-0224,saida,-33,483
2025-12-02,SKU-0225,saida,-38,214
2025-12-02,SKU-0226,saida,-8,81
2025-12-02,SKU-0228,saida,-23,446
2025-12-02,SKU-0231,saida,-9,322
2025-12-02,SKU-0233,saida,-30,796
2025-12-02,SKU-0235,saida,-3,363
2025-12-02,SKU-0237,saida,-28,1090
2025-12-02,SKU-0238,saida,-15,640
2025-12-02,SKU-0240,saida,-13,453
2025-12-02,SKU-0242,saida,-19,92
2025-12-02,SKU-0244,saida,-10,105
2025-12-02,SKU-0246,saida,-26,566
2025-12-02,SKU-0250,saida,-24,497
2025-12-03,SKU-0001,saida,-6,696
2025-12-03,SKU-0002,saida,-53,647
2025-12-03,SKU-0008,saida,-4,438
2025-12-03,SKU-0009,saida,-2,304
2025-12-03,SKU-0010,saida,-4,1046
2025-12-03,SKU-0011,saida,-1,253
2025-12-03,SKU-0012,saida,-12,261
2025-12-03,SKU-0013,saida,-4,945
2025-12-03,SKU-0014,saida,-6,194
2025-12-03,SKU-0024,saida,-23,920
2025-12-03,SKU-0025,saida,-23,451
2025-12-03,SKU-0026,saida,-10,728
2025-12-03,SKU-0027,saida,-73,1233
2025-12-03,SKU-0033,saida,-21,721
2025-12-03,SKU-0034,saida,-7,111
2025-12-03,SKU-0035,saida,-43,920
2025-12-03,SKU-0036,saida,-3,663
2025-12-03,SKU-0037,saida,-8,449
2025-12-03,SKU-0038,saida,-20,453
2025-12-03,SKU-0039,saida,-17,795
2025-12-03,SKU-0040,saida,-14,322
2025-12-03,SKU-0043,saida,-9,400
2025-12-03,SKU-0045,saida,-21,967
2025-12-03,SKU-0046,saida,-8,161
2025-12-03,SKU-0048,saida,-18,483
2025-12-03,SKU-0051,saida,-25,1322
2025-12-03,SKU-0052,saida,-16,462
2025-12-03,SKU-0056,saida,-10,1129
2025-12-03,SKU-0057,saida,-17,397
2025-12-03,SKU-0059,saida,-3,686
2025-12-03,SKU-0065,saida,-8,319
2025-12-03,SKU-0066,saida,-20,1582
2025-12-03,SKU-0067,saida,-24,64
2025-12-03,SKU-0068,saida,-18,241
2025-12-03,SKU-0069,saida,-7,1054
2025-12-03,SKU-0071,saida,-7,1082
2025-12-03,SKU-0074,saida,-5,974
2025-12-03,SKU-0076,saida,-10,234
2025-12-03,SKU-0079,saida,-6,872
2025-12-03,SKU-0081,saida,-13,777
2025-12-03,SKU-0084,saida,-12,351
2025-12-03,SKU-0085,saida,-13,216
2025-12-03,SKU-0089,saida,-8,172
2025-12-03,SKU-0090,saida,-13,750
2025-12-03,SKU-0091,saida,-17,587
2025-12-03,SKU-0092,saida,-4,451
2025-12-03,SKU-0095,saida,-32,1545
2025-12-03,SKU-0096,saida,-13,303
2025-12-03,SKU-0097,saida,-21,614
2025-12-03,SKU-0099,saida,-52,1772
2025-12-03,SKU-0107,saida,-22,627
2025-12-03,SKU-0110,saida,-45,548
2025-12-03,SKU-0113,saida,-164,7307
2025-12-03,SKU-0114,saida,-9,664
2025-12-03,SKU-0115,saida,-12,365
2025-12-03,SKU-0116,saida,-18,460
2025-12-03,SKU-0118,saida,-22,762
2025-12-03,SKU-0119,saida,-37,809
2025-12-03,SKU-0124,saida,-9,578
2025-12-03,SKU-0125,saida,-16,656
2025-12-03,SKU-0128,saida,-17,900
2025-12-03,SKU-0137,saida,-10,472
2025-12-03,SKU-0138,saida,-17,247
2025-12-03,SKU-0139,saida,-15,401
2025-12-03,SKU-0140,saida,-72,1284
2025-12-03,SKU-0141,saida,-17,537
2025-12-03,SKU-0144,saida,-24,1483
2025-12-03,SKU-0145,saida,-9,643
2025-12-03,SKU-0149,saida,-561,20188
2025-12-03,SKU-0150,saida,-18,693
2025-12-03,SKU-0153,saida,-22,174
2025-12-03,SKU-0157,saida,-14,198
2025-12-03,SKU-0158,saida,-8,679
2025-12-03,SKU-0160,saida,-5,309
2025-12-03,SKU-0162,saida,-9,626
2025-12-03,SKU-0164,saida,-12,497
2025-12-03,SKU-0165,saida,-82,2628
2025-12-03,SKU-0170,saida,-48,552
2025-12-03,SKU-0172,saida,-5,284
2025-12-03,SKU-0173,saida,-22,502
2025-12-03,SKU-0174,saida,-7,318
2025-12-03,SKU-0175,saida,-29,1799
2025-12-03,SKU-0178,saida,-6,308
2025-12-03,SKU-0180,saida,-42,577
2025-12-03,SKU-0187,saida,-13,472
2025-12-03,SKU-0193,saida,-3,301
2025-12-03,SKU-0195,saida,-144,4038
2025-12-03,SKU-0196,saida,-38,921
2025-12-03,SKU-0200,saida,-27,909
2025-12-03,SKU-0202,saida,-1,823
2025-12-03,SKU-0203,saida,-6,465
2025-12-03,SKU-0205,saida,-31,507
2025-12-03,SKU-0206,saida,-10,877
2025-12-03,SKU-0207,saida,-39,690
2025-12-03,SKU-0208,saida,-22,771
2025-12-03,SKU-0210,saida,-12,389
2025-12-03,SKU-0211,saida,-9,512
2025-12-03,SKU-0214,saida,-145,4303
2025-12-03,SKU-0215,saida,-11,256
2025-12-03,SKU-0217,saida,-13,523
2025-12-03,SKU-0224,saida,-8,475
2025-12-03,SKU-0226,saida,-11,70
2025-12-03,SKU-0228,saida,-37,409
2025-12-03,SKU-0229,saida,-1,250
2025-12-03,SKU-0233,saida,-41,755
2025-12-03,SKU-0236,saida,-26,435
2025-12-03,SKU-0237,saida,-43,1047
2025-12-03,SKU-0247,saida,-6,474
2025-12-03,SKU-0250,saida,-18,479
2025-12-04,SKU-0001,saida,-8,688
2025-12-04,SKU-0002,saida,-22,625
2025-12-04,SKU-0008,saida,-22,416
2025-12-04,SKU-0009,saida,-16,288
2025-12-04,SKU-0010,saida,-15,1031
2025-12-04,SKU-0011,saida,-11,242
2025-12-04,SKU-0013,saida,-65,880
2025-12-04,SKU-0015,saida,-11,312
2025-12-04,SKU-0017,saida,-28,435
2025-12-04,SKU-0018,saida,-7,450
2025-12-04,SKU-0019,saida,-6,677
2025-12-04,SKU-0020,saida,-2,652
2025-12-04,SKU-0021,saida,-5,376
2025-12-04,SKU-0024,saida,-31,889
2025-12-04,SKU-0025,saida,-18,433
2025-12-04,SKU-0026,saida,-56,672
2025-12-04,SKU-0027,saida,-58,1175
2025-12-04,SKU-0030,saida,-19,219
2025-12-04,SKU-0031,saida,-10,31
2025-12-04,SKU-0032,saida,-35,230
2025-12-04,SKU-0033,saida,-12,709
2025-12-04,SKU-0035,saida,-10,910
2025-12-04,SKU-0037,saida,-14,435
2025-12-04,SKU-0038,saida,-2,451
2025-12-04,SKU-0041,saida,-18,418
2025-12-04,SKU-0045,saida,-20,947
2025-12-04,SKU-0046,saida,-18,143
2025-12-04,SKU-0047,saida,-3,409
2025-12-04,SKU-0048,saida,-9,474
2025-12-04,SKU-0051,saida,-41,1281
2025-12-04,SKU-0052,saida,-16,446
2025-12-04,SKU-0053,saida,-7,352
2025-12-04,SKU-0056,saida,-12,1117
2025-12-04,SKU-0057,saida,-12,385
2025-12-04,SKU-0058,saida,-23,202
2025-12-04,SKU-0059,saida,-4,682
2025-12-04,SKU-0065,saida,-17,302
2025-12-04,SKU-0066,saida,-22,1560
2025-12-04,SKU-0069,saida,-13,1041
2025-12-04,SKU-0071,saida,-34,1048
2025-12-04,SKU-0072,saida,-8,261
2025-12-04,SKU-0074,saida,-34,940
2025-12-04,SKU-0079,saida,-7,865
2025-12-04,SKU-0081,saida,-50,727
2025-12-04,SKU-0083,saida,-7,108
2025-12-04,SKU-0084,saida,-30,321
2025-12-04,SKU-0090,saida,-31,719
2025-12-04,SKU-0091,saida,-19,568
2025-12-04,SKU-0092,saida,-3,448
2025-12-04,SKU-0093,saida,-33,463
2025-12-04,SKU-0094,saida,-3,551
2025-12-04,SKU-0095,saida,-96,1449
2025-12-04,SKU-0096,saida,-3,300
2025-12-04,SKU-0097,saida,-31,583
2025-12-04,SKU-0099,saida,-36,1736
2025-12-04,SKU-0103,saida,-2,83
2025-12-04,SKU-0106,saida,-7,115
2025-12-04,SKU-0107,saida,-6,621
2025-12-04,SKU-0113,saida,-211,7096
2025-12-04,SKU-0114,saida,-3,661
2025-12-04,SKU-0116,saida,-21,439
2025-12-04,SKU-0118,saida,-15,747
2025-12-04,SKU-0119,saida,-10,799
2025-12-04,SKU-0125,saida,-30,626
2025-12-04,SKU-0134,saida,-2,530
2025-12-04,SKU-0135,saida,-7,463
2025-12-04,SKU-0136,saida,-24,309
2025-12-04,SKU-0137,saida,-7,465
2025-12-04,SKU-0140,saida,-10,1274
2025-12-04,SKU-0141,saida,-21,516
2025-12-04,SKU-0143,saida,-15,116
2025-12-04,SKU-0144,saida,-68,1415
2025-12-04,SKU-0145,saida,-9,634
2025-12-04,SKU-0146,saida,-28,573
2025-12-04,SKU-0147,saida,-7,329
2025-12-04,SKU-0149,saida,-627,19561
2025-12-04,SKU-0150,saida,-47,646
2025-12-04,SKU-0153,saida,-6,168
2025-12-04,SKU-0157,saida,-11,187
2025-12-04,SKU-0158,saida,-38,641
2025-12-04,SKU-0160,saida,-1,308
2025-12-04,SKU-0162,saida,-27,599
2025-12-04,SKU-0163,saida,-23,136
2025-12-04,SKU-0164,saida,-8,489
2025-12-04,SKU-0165,saida,-48,2580
2025-12-04,SKU-0169,saida,-17,588
2025-12-04,SKU-0171,saida,-10,180
2025-12-04,SKU-0172,saida,-24,260
2025-12-04,SKU-0173,saida,-19,483
2025-12-04,SKU-0174,saida,-10,308
2025-12-04,SKU-0175,saida,-7,1792
2025-12-04,SKU-0179,saida,-11,151
2025-12-04,SKU-0180,saida,-12,565
2025-12-04,SKU-0184,saida,-11,409
2025-12-04,SKU-0187,saida,-9,463
2025-12-04,SKU-0188,saida,-7,446
2025-12-04,SKU-0191,saida,-15,109
2025-12-04,SKU-0192,saida,-6,163
2025-12-04,SKU-0193,saida,-12,289
2025-12-04,SKU-0195,saida,-144,3894
2025-12-04,SKU-0196,saida,-27,894
2025-12-04,SKU-0199,saida,-3,180
2025-12-04,SKU-0202,saida,-6,817
2025-12-04,SKU-0203,saida,-3,462
2025-12-04,SKU-0204,saida,-13,681
2025-12-04,SKU-0206,saida,-6,871
2025-12-04,SKU-0207,saida,-12,678
2025-12-04,SKU-0208,saida,-28,743
2025-12-04,SKU-0214,saida,-182,4121
2025-12-04,SKU-0215,saida,-34,222
2025-12-04,SKU-0216,saida,-6,86
2025-12-04,SKU-0217,saida,-22,501
2025-12-04,SKU-0218,saida,-25,719
2025-12-04,SKU-0221,saida,-14,55
2025-12-04,SKU-0222,saida,-4,52
2025-12-04,SKU-0224,saida,-2,473
2025-12-04,SKU-0225,saida,-10,204
2025-12-04,SKU-0227,saida,-18,141
2025-12-04,SKU-0228,saida,-9,400
2025-12-04,SKU-0229,saida,-6,244
2025-12-04,SKU-0230,saida,-12,463
2025-12-04,SKU-0233,saida,-7,748
2025-12-04,SKU-0235,saida,-15,348
2025-12-04,SKU-0238,saida,-5,635
2025-12-04,SKU-0240,saida,-17,436
2025-12-04,SKU-0243,saida,-11,531
2025-12-04,SKU-0244,saida,-7,98
2025-12-04,SKU-0246,saida,-88,478
2025-12-04,SKU-0247,saida,-18,456
2025-12-04,SKU-0249,saida,-13,279
2025-12-04,SKU-0250,saida,-5,474
2025-12-05,SKU-0004,saida,-6,222
2025-12-05,SKU-0009,saida,-5,283
2025-12-05,SKU-0011,saida,-2,240
2025-12-05,SKU-0013,saida,-20,860
2025-12-05,SKU-0014,saida,-9,185
2025-12-05,SKU-0017,saida,-1,434
2025-12-05,SKU-0020,saida,-20,632
2025-12-05,SKU-0021,saida,-40,336
2025-12-05,SKU-0024,saida,-30,859
2025-12-05,SKU-0025,saida,-20,413
2025-12-05,SKU-0026,saida,-35,637
2025-12-05,SKU-0027,saida,-4,1171
2025-12-05,SKU-0028,saida,-5,319
2025-12-05,SKU-0029,saida,-21,288
2025-12-05,SKU-0032,saida,-12,218
2025-12-05,SKU-0038,saida,-11,440
2025-12-05,SKU-0039,saida,-16,779
2025-12-05,SKU-0045,saida,-17,930
2025-12-05,SKU-0048,saida,-13,461
2025-12-05,SKU-0051,saida,-44,1237
2025-12-05,SKU-0052,saida,-11,435
2025-12-05,SKU-0056,saida,-45,1072
2025-12-05,SKU-0057,saida,-21,364
2025-12-05,SKU-0060,saida,-3,238
2025-12-05,SKU-0065,saida,-2,300
2025-12-05,SKU-0066,saida,-43,1517
2025-12-05,SKU-0068,saida,-9,232
2025-12-05,SKU-0069,saida,-8,1033
2025-12-05,SKU-0070,saida,-21,241
2025-12-05,SKU-0071,saida,-55,993
2025-12-05,SKU-0074,saida,-20,920
2025-12-05,SKU-0078,saida,-2,368
2025-12-05,SKU-0079,saida,-23,842
2025-12-05,SKU-0081,saida,-18,709
2025-12-05,SKU-0093,saida,-7,456
2025-12-05,SKU-0095,saida,-29,1420
2025-12-05,SKU-0096,saida,-14,286
2025-12-05,SKU-0097,saida,-8,575
2025-12-05,SKU-0099,saida,-61,1675
2025-12-05,SKU-0102,saida,-5,171
2025-12-05,SKU-0103,saida,-3,80
2025-12-05,SKU-0107,saida,-20,601
2025-12-05,SKU-0109,saida,-12,343
2025-12-05,SKU-0110,saida,-7,541
2025-12-05,SKU-0112,saida,-18,158
2025-12-05,SKU-0113,saida,-229,6867
2025-12-05,SKU-0114,saida,-12,649
2025-12-05,SKU-0115,saida,-10,355
2025-12-05,SKU-0116,saida,-14,425
2025-12-05,SKU-0118,saida,-48,699
2025-12-05,SKU-0119,saida,-25,774
2025-12-05,SKU-0123,saida,-60,608
2025-12-05,SKU-0124,saida,-16,562
2025-12-05,SKU-0128,saida,-4,896
2025-12-05,SKU-0132,saida,-4,79
2025-12-05,SKU-0134,saida,-11,519
2025-12-05,SKU-0135,saida,-2,461
2025-12-05,SKU-0139,saida,-7,394
2025-12-05,SKU-0140,saida,-77,1197
2025-12-05,SKU-0144,saida,-12,1403
2025-12-05,SKU-0145,saida,-5,629
2025-12-05,SKU-0146,saida,-7,566
2025-12-05,SKU-0147,saida,-8,321
2025-12-05,SKU-0149,saida,-585,18976
2025-12-05,SKU-0150,saida,-56,590
2025-12-05,SKU-0156,saida,-21,618
2025-12-05,SKU-0158,saida,-27,614
2025-12-05,SKU-0164,saida,-4,485
2025-12-05,SKU-0165,saida,-62,2518
2025-12-05,SKU-0170,saida,-10,542
2025-12-05,SKU-0171,saida,-2,178
2025-12-05,SKU-0173,saida,-12,471
2025-12-05,SKU-0175,saida,-100,1692
2025-12-05,SKU-0178,saida,-19,289
2025-12-05,SKU-0180,saida,-1,564
2025-12-05,SKU-0184,saida,-16,393
2025-12-05,SKU-0185,saida,-32,162
2025-12-05,SKU-0191,saida,-11,98
2025-12-05,SKU-0192,saida,-19,144
2025-12-05,SKU-0195,saida,-88,3806
2025-12-05,SKU-0196,saida,-22,872
2025-12-05,SKU-0200,saida,-6,903
2025-12-05,SKU-0202,saida,-22,795
2025-12-05,SKU-0204,saida,-9,672
2025-12-05,SKU-0205,saida,-33,474
2025-12-05,SKU-0208,saida,-38,705
2025-12-05,SKU-0209,saida,-5,581
2025-12-05,SKU-0210,saida,-7,382
2025-12-05,SKU-0214,saida,-142,3979
2025-12-05,SKU-0217,saida,-12,489
2025-12-05,SKU-0218,saida,-7,712
2025-12-05,SKU-0224,saida,-18,455
2025-12-05,SKU-0226,saida,-5,65
2025-12-05,SKU-0228,saida,-5,395
2025-12-05,SKU-0229,saida,-9,235
2025-12-05,SKU-0230,saida,-1,462
2025-12-05,SKU-0233,saida,-23,725
2025-12-05,SKU-0234,saida,-15,289
2025-12-05,SKU-0235,saida,-7,341
2025-12-05,SKU-0236,saida,-3,432
2025-12-05,SKU-0237,saida,-28,1019
2025-12-05,SKU-0238,saida,-8,627
2025-12-05,SKU-0240,saida,-3,433
2025-12-05,SKU-0242,saida,-17,75
2025-12-05,SKU-0246,saida,-88,390
2025-12-05,SKU-0247,saida,-15,441
2025-12-05,SKU-0249,saida,-4,275
2025-12-05,SKU-0250,saida,-19,455
2025-12-06,SKU-0002,saida,-30,595
2025-12-06,SKU-0006,saida,-4,305
2025-12-06,SKU-0008,saida,-1,415
2025-12-06,SKU-0012,saida,-7,254
2025-12-06,SKU-0013,saida,-30,830
2025-12-06,SKU-0018,saida,-14,436
2025-12-06,SKU-0019,saida,-19,658
2025-12-06,SKU-0020,saida,-9,623
2025-12-06,SKU-0024,saida,-22,837
2025-12-06,SKU-0025,saida,-32,381
2025-12-06,SKU-0026,saida,-22,615
2025-12-06,SKU-0027,saida,-40,1131
2025-12-06,SKU-0028,saida,-6,313
2025-12-06,SKU-0029,saida,-26,262
2025-12-06,SKU-0032,saida,-10,208
2025-12-06,SKU-0035,saida,-48,862
2025-12-06,SKU-0036,saida,-9,654
2025-12-06,SKU-0037,saida,-11,424
2025-12-06,SKU-0039,saida,-20,759
2025-12-06,SKU-0045,saida,-1,929
2025-12-06,SKU-0048,saida,-14,447
2025-12-06,SKU-0051,saida,-55,1182
2025-12-06,SKU-0052,saida,-19,416
2025-12-06,SKU-0053,saida,-14,338
2025-12-06,SKU-0056,saida,-5,1067
2025-12-06,SKU-0060,saida,-28,210
2025-12-06,SKU-0065,saida,-5,295
2025-12-06,SKU-0066,saida,-44,1473
2025-12-06,SKU-0068,saida,-3,229
2025-12-06,SKU-0069,saida,-37,996
2025-12-06,SKU-0071,saida,-38,955
2025-12-06,SKU-0072,saida,-10,251
2025-12-06,SKU-0073,saida,-3,130
2025-12-06,SKU-0074,saida,-51,869
2025-12-06,SKU-0078,saida,-12,356
2025-12-06,SKU-0081,saida,-12,697
2025-12-06,SKU-0084,saida,-13,308
2025-12-06,SKU-0089,saida,-14,158
2025-12-06,SKU-0090,saida,-9,710
2025-12-06,SKU-0091,saida,-18,550
2025-12-06,SKU-0092,saida,-8,440
2025-12-06,SKU-0097,saida,-20,555
2025-12-06,SKU-0099,saida,-59,1616
2025-12-06,SKU-0109,saida,-27,316
2025-12-06,SKU-0110,saida,-1,540
2025-12-06,SKU-0113,saida,-173,6694
2025-12-06,SKU-0114,saida,-13,636
2025-12-06,SKU-0116,saida,-5,420
2025-12-06,SKU-0118,saida,-24,675
2025-12-06,SKU-0120,saida,-10,215
2025-12-06,SKU-0124,saida,-7,555
2025-12-06,SKU-0125,saida,-14,612
2025-12-06,SKU-0126,saida,-6,107
2025-12-06,SKU-0127,saida,-10,87
2025-12-06,SKU-0128,saida,-3,893
2025-12-06,SKU-0132,saida,-13,66
2025-12-06,SKU-0136,saida,-15,294
2025-12-06,SKU-0139,saida,-8,386
2025-12-06,SKU-0140,saida,-68,1129
2025-12-06,SKU-0144,saida,-25,1378
2025-12-06,SKU-0145,saida,-31,598
2025-12-06,SKU-0146,saida,-5,561
2025-12-06,SKU-0148,saida,-9,181
2025-12-06,SKU-0149,saida,-641,18335
2025-12-06,SKU-0150,saida,-57,533
2025-12-06,SKU-0153,saida,-3,165
2025-12-06,SKU-0158,saida,-20,594
2025-12-06,SKU-0162,saida,-33,566
2025-12-06,SKU-0164,saida,-12,473
2025-12-06,SKU-0165,saida,-76,2442
2025-12-06,SKU-0170,saida,-13,529
2025-12-06,SKU-0174,saida,-8,300
2025-12-06,SKU-0175,saida,-69,1623
2025-12-06,SKU-0181,saida,-22,287
2025-12-06,SKU-0183,saida,-10,24
2025-12-06,SKU-0184,saida,-27,366
2025-12-06,SKU-0186,saida,-3,336
2025-12-06,SKU-0187,saida,-20,443
2025-12-06,SKU-0192,saida,-7,137
2025-12-06,SKU-0195,saida,-74,3732
2025-12-06,SKU-0196,saida,-21,851
2025-12-06,SKU-0200,saida,-6,897
2025-12-06,SKU-0204,saida,-12,660
2025-12-06,SKU-0205,saida,-4,470
2025-12-06,SKU-0206,saida,-4,867
2025-12-06,SKU-0208,saida,-13,692
2025-12-06,SKU-0210,saida,-1,381
2025-12-06,SKU-0212,saida,-9,834
2025-12-06,SKU-0214,saida,-99,3880
2025-12-06,SKU-0215,saida,-8,214
2025-12-06,SKU-0217,saida,-11,478
2025-12-06,SKU-0218,saida,-2,710
2025-12-06,SKU-0223,saida,-5,93
2025-12-06,SKU-0224,saida,-18,437
2025-12-06,SKU-0225,saida,-6,198
2025-12-06,SKU-0228,ajuste,-4,391
2025-12-06,SKU-0228,saida,-16,375
2025-12-06,SKU-0230,saida,-3,459
2025-12-06,SKU-0231,saida,-30,292
2025-12-06,SKU-0233,saida,-9,716
2025-12-06,SKU-0236,saida,-29,403
2025-12-06,SKU-0237,saida,-17,1002
2025-12-06,SKU-0238,saida,-10,617
2025-12-06,SKU-0240,saida,-11,422
2025-12-06,SKU-0242,saida,-31,44
2025-12-06,SKU-0243,saida,-19,512
2025-12-06,SKU-0246,saida,-16,374
2025-12-06,SKU-0247,saida,-18,423
2025-12-06,SKU-0250,saida,-7,448
2025-12-08,SKU-0001,entrada,84,772
2025-12-08,SKU-0001,saida,-15,757
2025-12-08,SKU-0002,entrada,66,661
2025-12-08,SKU-0002,saida,-40,621
2025-12-08,SKU-0003,entrada,30,201
2025-12-08,SKU-0003,saida,-4,197
2025-12-08,SKU-0004,entrada,48,270
2025-12-08,SKU-0005,entrada,12,54
2025-12-08,SKU-0006,entrada,36,341
2025-12-08,SKU-0006,saida,-33,308
2025-12-08,SKU-0007,entrada,48,271
2025-12-08,SKU-0008,entrada,72,487
2025-12-08,SKU-0008,saida,-10,477
2025-12-08,SKU-0009,entrada,36,319
2025-12-08,SKU-0010,entrada,126,1157
2025-12-08,SKU-0010,saida,-30,1127
2025-12-08,SKU-0011,entrada,42,282
2025-12-08,SKU-0012,entrada,48,302
2025-12-08,SKU-0013,entrada,72,902
2025-12-08,SKU-0013,saida,-38,864
2025-12-08,SKU-0014,entrada,60,245
2025-12-08,SKU-0014,saida,-19,226
2025-12-08,SKU-0015,entrada,72,384
2025-12-08,SKU-0016,entrada,30,188
2025-12-08,SKU-0017,entrada,42,476
2025-12-08,SKU-0017,saida,-15,461
2025-12-08,SKU-0018,entrada,66,502
2025-12-08,SKU-0018,saida,-23,479
2025-12-08,SKU-0019,entrada,90,748
2025-12-08,SKU-0020,entrada,78,701
2025-12-08,SKU-0020,saida,-4,697
2025-12-08,SKU-0021,entrada,54,390
2025-12-08,SKU-0021,saida,-22,368
2025-12-08,SKU-0022,entrada,12,68
2025-12-08,SKU-0023,entrada,30,259
2025-12-08,SKU-0023,saida,-6,253
2025-12-08,SKU-0024,entrada,72,909
2025-12-08,SKU-0024,saida,-24,885
2025-12-08,SKU-0025,entrada,60,441
2025-12-08,SKU-0025,saida,-20,421
2025-12-08,SKU-0026,entrada,54,669
2025-12-08,SKU-0026,saida,-83,586
2025-12-08,SKU-0027,entrada,150,1281
2025-12-08,SKU-0027,saida,-77,1204
2025-12-08,SKU-0028,entrada,66,379
2025-12-08,SKU-0028,saida,-50,329
2025-12-08,SKU-0029,entrada,54,316
2025-12-08,SKU-0030,entrada,48,267
2025-12-08,SKU-0030,saida,-18,249
2025-12-08,SKU-0031,entrada,12,43
2025-12-08,SKU-0032,entrada,42,250
2025-12-08,SKU-0032,saida,-23,227
2025-12-08,SKU-0033,entrada,84,793
2025-12-08,SKU-0033,saida,-51,742
2025-12-08,SKU-0034,entrada,36,147
2025-12-08,SKU-0035,entrada,90,952
2025-12-08,SKU-0035,saida,-69,883
2025-12-08,SKU-0036,entrada,66,720
2025-12-08,SKU-0036,saida,-20,700
2025-12-08,SKU-0037,entrada,90,514
2025-12-08,SKU-0037,saida,-18,496
2025-12-08,SKU-0038,entrada,78,518
2025-12-08,SKU-0038,saida,-21,497
2025-12-08,SKU-0039,entrada,54,813
2025-12-08,SKU-0039,saida,-42,771
2025-12-08,SKU-0040,entrada,42,364
2025-12-08,SKU-0041,entrada,48,466
2025-12-08,SKU-0041,saida,-24,442
2025-12-08,SKU-0042,entrada,30,107
2025-12-08,SKU-0043,entrada,54,454
2025-12-08,SKU-0043,saida,-40,414
2025-12-08,SKU-0044,entrada,30,170
2025-12-08,SKU-0045,entrada,72,1001
2025-12-08,SKU-0045,saida,-32,969
2025-12-08,SKU-0046,entrada,42,185
2025-12-08,SKU-0047,entrada,54,463
2025-12-08,SKU-0047,saida,-3,460
2025-12-08,SKU-0048,entrada,60,507
2025-12-08,SKU-0048,saida,-22,485
2025-12-08,SKU-0049,entrada,24,143
2025-12-08,SKU-0050,entrada,24,85
2025-12-08,SKU-0051,entrada,150,1332
2025-12-08,SKU-0051,saida,-126,1206
2025-12-08,SKU-0052,entrada,66,482
2025-12-08,SKU-0052,saida,-10,472
2025-12-08,SKU-0053,entrada,60,398
2025-12-08,SKU-0053,saida,-15,383
2025-12-08,SKU-0054,entrada,6,52
2025-12-08,SKU-0055,entrada,78,305
2025-12-08,SKU-0056,entrada,84,1151
2025-12-08,SKU-0056,saida,-57,1094
2025-12-08,SKU-0057,entrada,42,406
2025-12-08,SKU-0057,saida,-16,390
2025-12-08,SKU-0058,entrada,60,262
2025-12-08,SKU-0058,saida,-7,255
2025-12-08,SKU-0059,entrada,90,772
2025-12-08,SKU-0059,saida,-8,764
2025-12-08,SKU-0060,entrada,54,264
2025-12-08,SKU-0061,entrada,42,351
2025-12-08,SKU-0061,saida,-21,330
2025-12-08,SKU-0062,entrada,54,262
2025-12-08,SKU-0062,saida,-11,251
2025-12-08,SKU-0063,entrada,24,121
2025-12-08,SKU-0064,entrada,42,310
2025-12-08,SKU-0064,saida,-12,298
2025-12-08,SKU-0065,entrada,48,343
2025-12-08,SKU-0065,saida,-15,328
2025-12-08,SKU-0066,entrada,138,1611
2025-12-08,SKU-0066,saida,-117,1494
2025-12-08,SKU-0067,entrada,18,82
2025-12-08,SKU-0068,entrada,36,265
2025-12-08,SKU-0069,entrada,132,1128
2025-12-08,SKU-0069,saida,-44,1084
2025-12-08,SKU-0070,entrada,42,283
2025-12-08,SKU-0070,saida,-7,276
2025-12-08,SKU-0071,entrada,108,1063
2025-12-08,SKU-0071,saida,-36,1027
2025-12-08,SKU-0072,entrada,60,311
2025-12-08,SKU-0072,saida,-19,292
2025-12-08,SKU-0073,entrada,18,148
2025-12-08,SKU-0074,entrada,78,947
2025-12-08,SKU-0074,saida,-55,892
2025-12-08,SKU-0075,entrada,12,79
2025-12-08,SKU-0076,entrada,36,270
2025-12-08,SKU-0076,saida,-22,248
2025-12-08,SKU-0077,entrada,54,106
2025-12-08,SKU-0078,entrada,66,422
2025-12-08,SKU-0079,entrada,120,962
2025-12-08,SKU-0079,saida,-4,958
2025-12-08,SKU-0080,entrada,48,328
2025-12-08,SKU-0080,saida,-28,300
2025-12-08,SKU-0081,entrada,60,757
2025-12-08,SKU-0081,saida,-12,745
2025-12-08,SKU-0082,entrada,6,23
2025-12-08,SKU-0083,entrada,42,150
2025-12-08,SKU-0084,entrada,66,374
2025-12-08,SKU-0084,saida,-18,356
2025-12-08,SKU-0085,entrada,60,276
2025-12-08,SKU-0086,entrada,24,160
2025-12-08,SKU-0087,entrada,24,153
2025-12-08,SKU-0088,entrada,66,221
2025-12-08,SKU-0089,entrada,60,218
2025-12-08,SKU-0090,entrada,108,818
